,Site Name,Upper Age (IntCal20),Lower Age (IntCal20),Stratigraphy (CARD),Context (CARD),Unit Name (Neotoma),Original Age Type,Latitude,Longitude,Citation 1,Citation 2,Citation 3,Citation 4,Citation 5,Citation 6,Citation 7,Citation 8,Citation 9,Citation 10,Citation 11,Citation 12,Citation 13,Data Source
105,41MS99,2145,2085,NA,EU 25,NA,Radiocarbon years BP,30.717774,-99.220381,"Ross Fields, pers com, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
106,41MS99,2128,2068,NA,TU 1,NA,Radiocarbon years BP,30.717774,-99.220381,"Ross Fields, pers com, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
107,41MS99,2128,2068,NA,NA,NA,Radiocarbon years BP,30.717774,-99.220381,"Ross Fields, pers com, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
108,41MS99,2113,2053,NA,NA,NA,Radiocarbon years BP,30.717774,-99.220381,"Ross Fields, pers com, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
109,41MS99,2113,2053,NA,EU 111,NA,Radiocarbon years BP,30.717774,-99.220381,"Ross Fields, pers com, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
110,41MS99,2102,2042,NA,NA,NA,Radiocarbon years BP,30.717774,-99.220381,"Ross Fields, pers com, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
111,41MS99,2092,2032,NA,SP 2,NA,Radiocarbon years BP,30.717774,-99.220381,"Ross Fields, pers com, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
112,41MS99,1988,1928,NA,TU 5,NA,Radiocarbon years BP,30.717774,-99.220381,"Ross Fields, pers com, 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
113,41RF21,786,646,NA,NA,NA,Radiocarbon years BP,28.320913,-97.168737,Ricklis 1993a," Perttula, Timothy K., 2004, The Prehistory of Texas, Texas A&M University anthropology series no. 9, Texas A&M University Press",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
114,41TG91,941,118,NA,NA,Zone 2,Radiocarbon years BP,31.366667,-100.5,"Creel, D. 1990. Excavations at 41TG91, Tom Green County, Texas 1978. Texas Department of Highways and Transportation Archeology Report 38.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
115,41TG91,533,118,NA,NA,Zone 3,Radiocarbon years BP,31.366667,-100.5,"Creel, D. 1990. Excavations at 41TG91, Tom Green County, Texas 1978. Texas Department of Highways and Transportation Archeology Report 38.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
116,41VT141,546,516,NA,NA,NA,Radiocarbon years BP,28.796,-96.970943,"Lohse, J.C., et al. 2014, A precise chronology of middle o late holocene bison exploitation in the far southern Great Plains, J. Texas Archaeology and History 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
117,41VT141,203,163,NA,NA,NA,Radiocarbon years BP,28.796,-96.970943,"Lohse, J.C., et al. 2014, A precise chronology of middle o late holocene bison exploitation in the far southern Great Plains, J. Texas Archaeology and History 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
118,41WM763,553,507,NA,NA,NA,Radiocarbon years BP,30.64432,-97.598344,"Tim Perttula, pers com., 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
119,41WM763,535,483,NA,NA,NA,Radiocarbon years BP,30.64432,-97.598344,"Tim Perttula, pers com., 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
120,42UN1477,1343,1163,NA,"Feature 13, Block D, a multiple use thermal pit; meas. 86 x 116 cm, depth of 2 of the pits was 20 cm and 40 cm. Both contained charcoal stained soil and FCR. A large shaped slab was laying against the wall of the largest pit. The fills were intermixed; thus the C14 date may not date the use of either pit unless their use was actually contemporaneous or nearly so. Fill also contained seeds from saltbush, juniper, sagebrush and rose family, 14 blackened rabbit sized bones, 20 unburned deer to bison sized bone.",NA,Radiocarbon years BP,40.125578,-109.51832,Cater 2003c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
121,42UN1477,773,653,NA,"Feature 4, Block F, a hearth or small roasting pit; meas 1.40 x 1.63 m, 14 cm deep. This is one of 2 C14 dates from Feature 4. Fill was charcoal stained soil, FCR weighing 750 g, and burned and unburned faunal remains. Identifiable elements were from deer to bison sized animals.Juniper and sagebrush charcoal present.",NA,Radiocarbon years BP,40.125578,-109.51832,Horn et al. 2003: Vol. 4 Chapter 17:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
122,42UN1477,596,496,NA,"Feature 2, Block B, a small heating pit/hearth; meas. 60 x 70 cm, 10 cm deep. Fill contained charcoal stained soil and FCR weighing 825 g. It was detected on the modern surface. Fill also contained juniper charcoal, and 23 faunal remains (17 were calcined deer to bison sized mammals).",NA,Radiocarbon years BP,40.125578,-109.51832,Cater 2003c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
123,42UN1477,506,366,NA,"Feature 15, in the NW part of the site, not in an excavation block; only partly excavated. Interpreted as a hearth/roasting pit. It was visible on the surface as a heavily stained area of soil. The excavated part meas. 88 x 55 cm, 5 cm deep. Fill contained 3 flakes, 1 proj pt frag., 2 mano frags.(one used to grind minerals), 1 obsidian flake sourced to the Malad area in SE Idaho. Other material in the fill: juniper charcoal, 560 bones from deer to bison sized mammals--all charred.",NA,Radiocarbon years BP,40.125578,-109.51832,Cater 2003c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
124,45AD2,3764,54,NA,NA,Level 4,Radiocarbon years BP,47,-118.366667,"Deaver, K., and G. S. Greene. 1978. Faunal utilization at 45AD2: a prehistoric archaeological site in the channeled scablands of eastern Washington. Tebiwa 14:1-21.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
125,45AS80,1327,1105,NA,NA,Assemblage,Radiocarbon years BP,46.366667,-117.116667,"Lyman, R. L. 1976. A cultural analysis of faunal remains from the Alpowa locality. Master's thesis, Washington State University, Pullman.","Lyman, R. L., and S. D. Livingston. 1983. Late Quaternary mammalian zoogeography of eastern Washington. Quaternary Research 20:360-373.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
126,47LC43,545,370,NA,NA,Assemblage,Radiocarbon years BP,43.75,-91.116667,"Theler, J. L. 1985. Faunal remains. Pages 99- 120 in Final cultural resources investigations along CTH 'SN' in La Crosse County, Wisconsin. Mississippi Valley Archaeological Center, University of Wisconsin-La Crosse, Report of Investigations 33.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
127,47LC44,545,370,NA,NA,Assemblage,Radiocarbon years BP,43.75,-91.116667,"Theler, J. L. 1985. Faunal remains. Pages 99- 120 in Final cultural resources investigations along CTH 'SN' in La Crosse County, Wisconsin. Mississippi Valley Archaeological Center, University of Wisconsin-La Crosse, Report of Investigations 33.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
128,48AB301,507,298,NA,NA,Assemblage,Radiocarbon years BP,42.25,-106,"Zeimans, G. 1975. 48AB301: a late Prehistoric period site in the Shirley Basin of Wyoming. Master's thesis, University of Wyoming, Laramie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
129,48CA1391,3029,2889,NA,NA,Component 1,Radiocarbon years BP,44,-105.25,"McKibbin, A., M. D. Metcalf, and K. D. Black. 1987. 1986 Archaeological investigations at Black Thunder Mine, Campbell County, Wyoming. Ms. on file, Metcalf Archaeological Consultants, Eagle, Colorado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
130,48CA1391,3041,2862,NA,NA,Component 2,Radiocarbon years BP,44,-105.25,"McKibbin, A., M. D. Metcalf, and K. D. Black. 1987. 1986 Archaeological investigations at Black Thunder Mine, Campbell County, Wyoming. Ms. on file, Metcalf Archaeological Consultants, Eagle, Colorado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
131,48CA1729,5367,4919,NA,NA,Assemblage,Radiocarbon years BP,43.616667,-105.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
132,48CA403,4435,958,NA,NA,Assemblage,Radiocarbon years BP,43.616667,-105.25,"McKibbin, A., M. D. Metcalf, and K. D. Black. 1987. 1986 Archaeological investigations at Black Thunder Mine, Campbell County, Wyoming. Ms. on file, Metcalf Archaeological Consultants, Eagle, Colorado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
133,48CR1229,1235,1055,NA,Medicine Bow Mountains,NA,Radiocarbon years BP,41.691252,-106.930485,WWC,TC Dates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
134,48FR7097,212,152,NA,"Right proximal bison radius. Green bone fractures, distinct impact point on cranial Surface. Near Surface associated with chert initial; reduction Areas.",NA,Radiocarbon years BP,43.028429,-108.628992,"Lawrence Todd, 2019, Taking It To Another Level: Engaging The Arch Of Nw Wyoming'S High Elevation Landscapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
135,48FR7115,193,133,NA,"Left distal bison tibia. Green bone fractures, possible impact point on caudal Surface. Near Surface associated Hearth and obsidian reduc-; tion Area.",NA,Radiocarbon years BP,43.028429,-108.628992,"Lawrence Todd, 2019, Taking It To Another Level: Engaging The Arch Of Nw Wyoming'S High Elevation Landscapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
136,48FR7119,146,86,NA,"Left postero-lateral bison femur shaft. Green bone fracture, but no; cutmarks or impact point.",NA,Radiocarbon years BP,43.028429,-108.628992,"Lawrence Todd, 2019, Taking It To Another Level: Engaging The Arch Of Nw Wyoming'S High Elevation Landscapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
137,48PA3277,420,340,NA,"Feature 1, Bison long bone shaft fragment.",NA,Radiocarbon years BP,44.493416,-109.56323,"Lawrence Todd, 2019, Taking It To Another Level: Engaging The Arch Of Nw Wyoming'S High Elevation Landscapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
138,48PA3277,221,141,NA,"Feature 1, Surface collection near Feature 1. Bison tibia with green breaks and; cutmarks",NA,Radiocarbon years BP,44.493416,-109.56323,"Lawrence Todd, 2019, Taking It To Another Level: Engaging The Arch Of Nw Wyoming'S High Elevation Landscapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
139,48PA3281,520,440,NA,"Feature 2, Lateral half of Complete bison tarsal (left CPF CO; medial archived)",NA,Radiocarbon years BP,44.493416,-109.56323,"Lawrence Todd, 2019, Taking It To Another Level: Engaging The Arch Of Nw Wyoming'S High Elevation Landscapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
140,48PL1312,2058,2018,NA,Bison humerus,NA,Radiocarbon years BP,42.129337,-104.961471,WY SHPO Site File,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
141,48PL1612,743,703,Level 7,"Bison tarsal, TU 1",NA,Radiocarbon years BP,42.129337,-104.961471,WY SHPO Site File,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
142,48PL24,1537,1301,NA,NA,Lower Level,Radiocarbon years BP,42.5,-105,"Mulloy, W. 1965. Archaeological investigations along the North Platte River in eastern Wyoming. University of Wyoming Publications 31(2):1-51.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
143,48SW998,6768,3487,NA,NA,Assemblage,Radiocarbon years BP,42.116667,-107.5,"Latady, W. R., T. Lessard, and S. S. Scott. 1987. Archeological investigations Wyoming highway project area Prea-0406(2) Lamont-Bairoil road, Carbon and Sweetwater counties. Ms. on file, Office of the Wyoming State Archaeologist, Laramie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
144,48TE1090,682,54,NA,NA,Assemblage,Radiocarbon years BP,43.866667,-110.616667,"Cannon, K.P. 1991. Faunal remains from Grand Teton National Park, Wyoming. Pages 265-301 in Jackson Lake archeological project: the 1987 and 1988 field work. Technical Report 7. Midwest Archeological Center, Lincoln, Nebraska, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
145,48TE1102,1329,1203,NA,NA,Assemblage,Radiocarbon years BP,43.866667,-110.616667,"Cannon, K.P. 1991. Faunal remains from Grand Teton National Park, Wyoming. Pages 265-301 in Jackson Lake archeological project: the 1987 and 1988 field work. Technical Report 7. Midwest Archeological Center, Lincoln, Nebraska, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
146,48TE111,524,54,NA,NA,Assemblage,Radiocarbon years BP,43.866667,-110.616667,"Cannon, K.P. 1991. Faunal remains from Grand Teton National Park, Wyoming. Pages 265-301 in Jackson Lake archeological project: the 1987 and 1988 field work. Technical Report 7. Midwest Archeological Center, Lincoln, Nebraska, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
147,48TE114,1528,1328,NA,NA,Assemblage,Radiocarbon years BP,43.866667,-110.616667,"Cannon, K.P. 1991. Faunal remains from Grand Teton National Park, Wyoming. Pages 265-301 in Jackson Lake archeological project: the 1987 and 1988 field work. Technical Report 7. Midwest Archeological Center, Lincoln, Nebraska, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
148,48UT199,5598,5415,NA,NA,Occupation B,Radiocarbon years BP,41.366667,-110.116667,"Schroedl, A. R. 1985. Archaic and late prehistoric adaptation in southwestern Wyoming: the Frontier Pipeline excavations. Bureau of Land Management, Cultural Resource Series 3.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
149,48WA300,1028,768,NA,"Box Elder Creek Dog Burial, Bison Bone",NA,Radiocarbon years BP,43.90722,-107.684285,Walker and Frison 1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
150,5ME15338,148,88,NA,possible cultural modification,NA,Radiocarbon years BP,39.021885,-108.468152,Conner et al. 2017-Analysis of 5ME15338 Bison Remains from Big Dominguez Canyon…,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
151,5ME5997,606,466,NA,"Feature 2, located in Locus 1, an eroded hearth. Within the same test unit and at about the same level: utilized bison scapula, 3 flakes. One of the flakes was obsidian, sourced to Teton Pass, Wyoming.",NA,Radiocarbon years BP,39.021885,-108.468152,CONNER ET AL. 1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
152,5MF5403,316,256,NA,This is a bone collagen date from a culturally modified distal bison humerus fragment.,NA,Radiocarbon years BP,40.608316,-108.202444,Landt et al 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
153,5RB6795,316,256,NA,Bison bone collagen from pipeline trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
154,5RB6796,418,358,NA,Bison bone collagen from pipeline trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
155,5RB6797,422,362,NA,Bison bone collagen from pipeline trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
156,5RB6798,778,718,NA,Bison bone collagen from pipeline monitoring trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
157,5RB6799,143,83,NA,Bison bone collagen from pipeline trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
158,5RB6800,854,794,NA,Bison bone collagen from pipeline trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
159,5RB6801,501,441,NA,Bison bone collagen from pipeline trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
160,5RB6802,146,86,NA,Bison bone collagen from pipeline trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
161,5RB6803,347,287,NA,Bison bone collagen from pipeline trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
162,5RB6804,476,416,NA,Bison bone collagen from pipeline trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
163,5RB6805,209,149,NA,Bison bone collagen from pipeline trench,NA,Radiocarbon years BP,39.975262,-108.199107,CONNER 2012 PERSONAL COMMUNICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
164,Abrigo Diego [41VV?],446,404,NA,NA,NA,Radiocarbon years BP,29.894131,-101.151496,ASWT-CAR files,McCuistion 2019-Camel of Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
165,Agate Basin [48NO201],13685,12740,NA,NA,Clovis Faunule,Radiocarbon years BP,43.366667,-104.066667,"Frison, G. C., and D. J. Stanford. 1982. The Agate Basin site: a record of the Paleoindian occupation of the northwestern high plains. Academic Press, New York.","Walker, D. N. 1982. Early Holocene vertebrate fauna. Pages 274-308 in The Agate Basin site: a record of Paleoindian occupation on the northwestern High Plains (G. C. Frison and D. Stanford, editors), Academic Press, New York.","Walker, D. N. 1987. Late Pleistocene/Holocene environmental changes in Wyoming: the mammalian record. Pages 334-393 in Late Quaternary mammalian biogeography and environments of the Great Plains and prairies (R. W. Graham, H. A. Semken, Jr., and M. A. Graham, editors), Illinois State Museum Scientific Papers 22.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
166,Agate Basin [48NO201],12740,12265,NA,NA,Folsom Component,Radiocarbon years BP,43.366667,-104.066667,"Frison, G. C., and D. J. Stanford. 1982. The Agate Basin site: a record of the Paleoindian occupation of the northwestern high plains. Academic Press, New York.","Walker, D. N. 1982. Early Holocene vertebrate fauna. Pages 274-308 in The Agate Basin site: a record of Paleoindian occupation on the northwestern High Plains (G. C. Frison and D. Stanford, editors), Academic Press, New York.","Walker, D. N. 1987. Late Pleistocene/Holocene environmental changes in Wyoming: the mammalian record. Pages 334-393 in Late Quaternary mammalian biogeography and environments of the Great Plains and prairies (R. W. Graham, H. A. Semken, Jr., and M. A. Graham, editors), Illinois State Museum Scientific Papers 22.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
167,Agate Basin [48NO201],12634,12294,NA,NA,Hell Gap Component,Radiocarbon years BP,43.366667,-104.066667,"Frison, G. C., and D. J. Stanford. 1982. The Agate Basin site: a record of the Paleoindian occupation of the northwestern high plains. Academic Press, New York.","Walker, D. N. 1982. Early Holocene vertebrate fauna. Pages 274-308 in The Agate Basin site: a record of Paleoindian occupation on the northwestern High Plains (G. C. Frison and D. Stanford, editors), Academic Press, New York.","Walker, D. N. 1987. Late Pleistocene/Holocene environmental changes in Wyoming: the mammalian record. Pages 334-393 in Late Quaternary mammalian biogeography and environments of the Great Plains and prairies (R. W. Graham, H. A. Semken, Jr., and M. A. Graham, editors), Illinois State Museum Scientific Papers 22.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
168,Agate Basin [48NO201],12294,11891,NA,NA,Agate Basin Component,Radiocarbon years BP,43.366667,-104.066667,"Frison, G. C., and D. J. Stanford. 1982. The Agate Basin site: a record of the Paleoindian occupation of the northwestern high plains. Academic Press, New York.","Walker, D. N. 1982. Early Holocene vertebrate fauna. Pages 274-308 in The Agate Basin site: a record of Paleoindian occupation on the northwestern High Plains (G. C. Frison and D. Stanford, editors), Academic Press, New York.","Walker, D. N. 1987. Late Pleistocene/Holocene environmental changes in Wyoming: the mammalian record. Pages 334-393 in Late Quaternary mammalian biogeography and environments of the Great Plains and prairies (R. W. Graham, H. A. Semken, Jr., and M. A. Graham, editors), Illinois State Museum Scientific Papers 22.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
169,Aiken [25FT16],870,669,NA,NA,Assemblage,Radiocarbon years BP,40.377778,-100.2125,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.","Mick, L. S. 1983. An ecological evaluation of faunal diversity in the Central Plains tradition. Master's thesis, University of Nebraska, Lincoln.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
170,AkGu-?,54,53,NA,NA,NA,Radiocarbon years BP,43.666667,-79.383333,"Harington, 2003: 458",Faunmap 3614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
171,Albertson [3BE174],11468,9456,NA,NA,Stratum 5,Radiocarbon years BP,36.366667,-94.5,"Dickson, D. R. 1991. The Albertson site: a deeply and clearly stratified Ozark bluff shelter. Arkansas Archeological Survey Research Series 41:1-315.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
172,Aldon Plant [EaOq-43],3259,3099,NA,"Level 3, 20-30 cm depth",NA,Radiocarbon years BP,50.033333,-110.716667,"Harington, 2003: 437","Beaudoin, 1998","Brumley, 1991",Faunmap 3993,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
173,Aldon Plant [EaOq-43],2938,2758,NA,"Level 3, 20-30 cm depth",NA,Radiocarbon years BP,50.033333,-110.716667,"Beaudoin, 1998","Harington, 2003: 438","Brumley, 1991",Faunmap 3993,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
174,Alibates,665,524,NA,NA,Cultural unit,Radiocarbon years BP,35.566667,-101.666667,"Graham, R.W. 1987. Late Quaternary mammalian faunas and paleoenvironments of the southwestern Plains of the United States.R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.","Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1967. University of Wisconsin radiocarbon dates III. Radiocarbon 9:530-544. [DOI: 10.1017/S0033822200000710]","Duffield, L. F. 1970. Some Panhandle aspect sites: their vertebrates and paleoecology. Ph.D. dissertation, University of Wisconsin, Department of Anthropology, Madison.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
175,Allen Fan [13HA389],636,568,NA,feature 5,NA,Radiocarbon years BP,42.379717,-93.241515,"Fishel et al., 2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
176,Allen site [25FT50],12792,11023,NA,NA,Occupation Level 1,Calibrated radiocarbon years BP,40.39205,-100.23365,"Hudson, J. 2007. Faunal evidence for subsistence and settlement patterns at the Allen site. Pages 194-226 in D.B. Bamforth, editor. The Allen site: a Paleoindian camp in southwestern Nebraska. University of New Mexico Press, Albuquerque, New Mexico, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
177,Allen site [25FT50],11821,9861,NA,NA,Intermediate Zone,Calibrated radiocarbon years BP,40.39205,-100.23365,"Hudson, J. 2007. Faunal evidence for subsistence and settlement patterns at the Allen site. Pages 194-226 in D.B. Bamforth, editor. The Allen site: a Paleoindian camp in southwestern Nebraska. University of New Mexico Press, Albuquerque, New Mexico, USA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
